Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
98177;Seattle;WA;47.740886;-122.36978;-8;1;47.740886,-122.36978
98396;Wilkeson;WA;47.106024;-122.0451;-8;1;47.106024,-122.0451
98683;Vancouver;WA;45.604075;-122.51035;-8;1;45.604075,-122.51035
07874;Stanhope;NJ;40.917054;-74.71053;-5;1;40.917054,-74.71053
08001;Alloway;NJ;39.559426;-75.3631;-5;1;39.559426,-75.3631
08858;Oldwick;NJ;40.681694;-74.73624;-5;1;40.681694,-74.73624
10004;New York;NJ;40.699226;-74.04118;-5;1;40.699226,-74.04118
04780;Smyrna Mills;ME;46.164163;-68.23232;-5;1;46.164163,-68.23232
01370;Shelburne Falls;MA;42.603447;-72.72754;-5;1;42.603447,-72.72754
27349;Snow Camp;NC;35.897155;-79.42344;-5;1;35.897155,-79.42344
32328;Eastpoint;FL;29.825252;-84.89247;-5;1;29.825252,-84.89247
38236;Mansfield;TN;36.167573;-88.26817;-6;1;36.167573,-88.26817
38476;Primm Springs;TN;35.839045;-87.2243;-6;1;35.839045,-87.2243
22485;King George;VA;38.277837;-77.1642;-5;1;38.277837,-77.1642
31054;McIntyre;GA;32.875574;-83.19785;-5;1;32.875574,-83.19785
31777;Parrott;GA;31.905462;-84.51526;-5;1;31.905462,-84.51526
31820;Midland;GA;32.566197;-84.84122;-5;1;32.566197,-84.84122
19731;Port Penn;DE;39.518164;-75.57656;-5;1;39.518164,-75.57656
20530;Washington;DC;38.897561;-77.026998;-5;1;38.897561,-77.026998
29377;Startex;SC;34.935828;-82.09514;-5;1;34.935828,-82.09514
71457;Natchitoches;LA;31.751287;-93.09021;-6;1;31.751287,-93.09021
72733;Gateway;AR;36.486424;-93.927748;-6;1;36.486424,-93.927748
95564;Samoa;CA;40.79348;-124.19929;-8;1;40.79348,-124.19929
96842;Honolulu;HI;24.859832;-168.021815;-10;0;24.859832,-168.021815
98355;Mineral;WA;46.711036;-122.0348;-8;1;46.711036,-122.0348
92674;San Clemente;CA;33.438428;-117.623131;-8;1;33.438428,-117.623131
74571;Talihina;OK;34.729815;-95.03625;-6;1;34.729815,-95.03625
76692;Whitney;TX;31.975949;-97.35499;-6;1;31.975949,-97.35499
77054;Houston;TX;29.683865;-95.39772;-6;1;29.683865,-95.39772
41547;Majestic;KY;37.544224;-82.06488;-5;1;37.544224,-82.06488
61641;Peoria;IL;40.640002;-89.651987;-6;1;40.640002,-89.651987
62254;Lebanon;IL;38.601648;-89.81317;-6;1;38.601648,-89.81317
62295;Valmeyer;IL;38.299904;-90.30833;-6;1;38.299904,-90.30833
62428;Greenup;IL;39.25287;-88.13528;-6;1;39.25287,-88.13528
54771;Thorp;WI;44.95298;-90.79784;-6;1;44.95298,-90.79784
54874;South Range;WI;46.585210000000004;-91.95129;-6;1;46.58521,-91.95129
55052;Morristown;MN;44.232811;-93.43992;-6;1;44.232811,-93.43992
55309;Big Lake;MN;45.358004;-93.74294;-6;1;45.358004,-93.74294
45773;Reno;OH;39.471663;-81.28018;-5;1;39.471663,-81.28018
46801;Fort Wayne;IN;41.093763;-85.070713;-5;0;41.093763,-85.070713
47451;Oolitic;IN;38.896413;-86.52474;-5;0;38.896413,-86.52474
48303;Bloomfield Hills;MI;42.660091;-83.3863;-5;1;42.660091,-83.3863
49765;Onaway;MI;45.354463;-84.23956;-5;1;45.354463,-84.23956
49790;Strongs;MI;46.387377;-84.966792;-5;1;46.387377,-84.966792
01606;Worcester;MA;42.311342;-71.79531;-5;1;42.311342,-71.79531
67646;Logan;KS;39.65573;-99.59094;-6;1;39.65573,-99.59094
68047;Pender;NE;42.112028;-96.73093;-6;1;42.112028,-96.73093
59760;Willow Creek;MT;45.782744;-111.634532;-7;1;45.782744,-111.634532
61755;Mackinaw;IL;40.533634;-89.34345;-6;1;40.533634,-89.34345
62418;Brownstown;IL;39.018987;-88.96134;-6;1;39.018987,-88.96134
57648;Pollock;SD;45.896895;-100.28995;-6;1;45.896895,-100.28995
64016;Buckner;MO;39.118608;-94.20783;-6;1;39.118608,-94.20783
72666;Parthenon;AR;35.955198;-93.25985;-6;1;35.955198,-93.25985
70357;Golden Meadow;LA;29.275485;-90.24378;-6;1;29.275485,-90.24378
78718;Austin;TX;30.326374;-97.771258;-6;1;30.326374,-97.771258
79521;Haskell;TX;33.147497;-99.70246;-6;1;33.147497,-99.70246
97530;Jacksonville;OR;42.224913;-123.04526;-8;1;42.224913,-123.04526
91914;Chula Vista;CA;32.662563;-116.95413;-8;1;32.662563,-116.95413
92131;San Diego;CA;32.918035;-117.08438;-8;1;32.918035,-117.08438
86333;Mayer;AZ;34.339938;-112.13612;-7;0;34.339938,-112.13612
88043;Hurley;NM;32.673398;-108.11625;-7;1;32.673398,-108.11625
88312;Alto;NM;33.420542;-105.63599;-7;1;33.420542,-105.63599
38619;Como;MS;34.514853;-89.88781;-6;1;34.514853,-89.88781
40283;Louisville;KY;38.188962;-85.676819;-5;1;38.188962,-85.676819
40503;Lexington;KY;38.007898;-84.53452;-5;1;38.007898,-84.53452
40771;Woodbine;KY;36.888978;-84.05237;-5;1;36.888978,-84.05237
44482;Warren;OH;41.317424;-80.761269;-5;1;41.317424,-80.761269
44669;Paris;OH;40.798758;-81.16037;-5;1;40.798758,-81.16037
45051;Mount Saint Joseph;OH;39.09646;-84.643096;-5;1;39.09646,-84.643096
47001;Aurora;IN;39.060204;-84.93094;-5;0;39.060204,-84.93094
35020;Bessemer;AL;33.405559;-86.95141;-6;1;33.405559,-86.95141
36072;Eufaula;AL;31.826055;-85.166028;-6;1;31.826055,-85.166028
37202;Nashville;TN;36.340304;-86.827254;-6;1;36.340304,-86.827254
33124;Miami;FL;25.558428;-80.458168;-5;1;25.558428,-80.458168
33830;Bartow;FL;27.894991;-81.82638;-5;1;27.894991,-81.82638
62995;Vienna;IL;37.422815;-88.88016;-6;1;37.422815,-88.88016
63631;Caledonia;MO;37.753408;-90.78593;-6;1;37.753408,-90.78593
71032;Grand Cane;LA;32.110359;-93.78584;-6;1;32.110359,-93.78584
57559;Murdo;SD;43.889878;-100.74257;-6;1;43.889878,-100.74257
73445;Ravia;OK;34.244011;-96.751093;-6;1;34.244011,-96.751093
50065;Davis City;IA;40.623677;-93.80106;-6;1;40.623677,-93.80106
52767;Pleasant Valley;IA;41.56823;-90.4191;-6;1;41.56823,-90.4191
45219;Cincinnati;OH;39.12721;-84.50988;-5;1;39.12721,-84.50988
45327;Germantown;OH;39.628806;-84.37873;-5;1;39.628806,-84.37873
50029;Bayard;IA;41.845871;-94.55588;-6;1;41.845871,-94.55588
53073;Plymouth;WI;43.758674;-87.98005;-6;1;43.758674,-87.98005
35964;Douglas;AL;34.34962;-86.319824;-6;1;34.34962,-86.319824
38460;Goodspring;TN;35.08957;-87.16259;-6;1;35.08957,-87.16259
57551;Martin;SD;43.223447;-101.65737;-7;1;43.223447,-101.65737
38943;McCarley;MS;33.523907;-89.84901;-6;1;33.523907,-89.84901
48021;Eastpointe;MI;42.466086;-82.94641;-5;1;42.466086,-82.94641
48331;Farmington;MI;42.508809;-83.40875;-5;1;42.508809,-83.40875
48884;Sheridan;MI;43.21107;-85.04772;-5;1;43.21107,-85.04772
49202;Jackson;MI;42.262135;-84.41052;-5;1;42.262135,-84.41052
42071;Murray;KY;36.617443;-88.28746;-6;1;36.617443,-88.28746
43302;Marion;OH;40.589747;-83.12173;-5;1;40.589747,-83.12173
55944;Kasson;MN;44.035512;-92.75013;-6;1;44.035512,-92.75013
30377;Atlanta;GA;33.844371;-84.47405;-5;1;33.844371,-84.47405
30824;Thomson;GA;33.490536;-82.5028;-5;1;33.490536,-82.5028
20319;Washington;DC;38.866924;-77.01424;-5;1;38.866924,-77.01424
17327;Glen Rock;PA;39.780323;-76.74785;-5;1;39.780323,-76.74785
32789;Winter Park;FL;28.598677;-81.35594;-5;1;28.598677,-81.35594
33440;Clewiston;FL;26.714088;-80.9973;-5;1;26.714088,-80.9973
26610;Birch River;WV;38.465291;-80.72323;-5;1;38.465291,-80.72323
27715;Durham;NC;36.051155;-78.857651;-5;1;36.051155,-78.857651
24102;Henry;VA;36.838473;-79.99093;-5;1;36.838473,-79.99093
01731;Hanscom AFB;MA;42.459085;-71.27556;-5;1;42.459085,-71.27556
02452;Waltham;MA;42.392496;-71.22153;-5;1;42.392496,-71.22153
02492;Needham;MA;42.278247;-71.23388;-5;1;42.278247,-71.23388
03264;Plymouth;NH;43.753837;-71.64503;-5;1;43.753837,-71.64503
03842;Hampton;NH;42.93569;-70.82514;-5;1;42.93569,-70.82514
04987;Troy;ME;44.678838;-69.26918;-5;1;44.678838,-69.26918
12189;Watervliet;NY;42.729278;-73.70913;-5;1;42.729278,-73.70913
12227;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
06256;North Windham;CT;41.758713;-72.13964;-5;1;41.758713,-72.13964
15510;Somerset;PA;39.963306;-79.04089;-5;1;39.963306,-79.04089
31717;Bainbridge;GA;30.884525;-84.58951;-5;1;30.884525,-84.58951
19960;Lincoln;DE;38.855872;-75.39889;-5;1;38.855872,-75.39889
21010;Gunpowder;MD;39.344808;-76.27313;-5;1;39.344808,-76.27313
22185;Vienna;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
25917;Scarbro;WV;37.964622;-81.21634;-5;1;37.964622,-81.21634
28782;Tryon;NC;35.221428;-82.21712;-5;1;35.221428,-82.21712
30040;Cumming;GA;34.235408;-84.17441;-5;1;34.235408,-84.17441
35231;Birmingham;AL;33.544622;-86.929208;-6;1;33.544622,-86.929208
27983;Windsor;NC;36.015391;-76.9349;-5;1;36.015391,-76.9349
28221;Charlotte;NC;35.26002;-80.804151;-5;1;35.26002,-80.804151
12548;Modena;NY;41.664239;-74.1106;-5;1;41.664239,-74.1106
03844;Hampton Falls;NH;42.923946;-70.88666;-5;1;42.923946,-70.88666
05904;Gilman;VT;44.413715;-71.70906;-5;1;44.413715,-71.70906
06155;Hartford;CT;41.76928;-72.686465;-5;1;41.76928,-72.686465
07063;Plainfield;NJ;40.604252;-74.44612;-5;1;40.604252,-74.44612
07199;Newark;NJ;40.79185;-74.245241;-5;1;40.79185,-74.245241
07762;Spring Lake;NJ;40.153024;-74.03372;-5;1;40.153024,-74.03372
10152;New York;NY;40.758611;-73.97223;-5;1;40.758611,-73.97223
48819;Dansville;MI;42.552218;-84.27674;-5;1;42.552218,-84.27674
42039;Fancy Farm;KY;36.800353;-88.83224;-6;1;36.800353,-88.83224
45312;Casstown;OH;40.0659;-84.08219;-5;1;40.0659,-84.08219
46127;Falmouth;IN;39.717457;-85.32737;-5;0;39.717457,-85.32737
37737;Friendsville;TN;35.760657;-84.11925;-5;1;35.760657,-84.11925
38670;Sledge;MS;34.417393;-90.27615;-6;1;34.417393,-90.27615
38703;Greenville;MS;33.442801;-91.02984;-6;1;33.442801,-91.02984
34282;Bradenton;FL;27.427213;-82.438689;-5;1;27.427213,-82.438689
30414;Bellville;GA;32.15499;-81.97826;-5;1;32.15499,-81.97826
87025;Jemez Springs;NM;35.822802;-106.62093;-7;1;35.822802,-106.62093
89118;Las Vegas;NV;36.084361;-115.2103;-8;1;36.084361,-115.2103
93581;Tehachapi;CA;35.294405;-118.905173;-8;1;35.294405,-118.905173
93648;Parlier;CA;36.61365;-119.52873;-8;1;36.61365,-119.52873
52132;Calmar;IA;43.194235;-91.89585;-6;1;43.194235,-91.89585
52301;Marengo;IA;41.790216;-92.07684;-6;1;41.790216,-92.07684
53550;Juda;WI;42.567333;-89.49397;-6;1;42.567333,-89.49397
53719;Madison;WI;43.029497;-89.50531;-6;1;43.029497,-89.50531
53792;Madison;WI;43.06956;-89.423861;-6;1;43.06956,-89.423861
54451;Medford;WI;45.171131;-90.40527;-6;1;45.171131,-90.40527
55979;Utica;MN;43.93422;-91.95325;-6;1;43.93422,-91.95325
60106;Bensenville;IL;41.956479;-87.95117;-6;1;41.956479,-87.95117
62288;Steeleville;IL;38.002188;-89.66723;-6;1;38.002188,-89.66723
65675;Hurley;MO;36.930861;-93.49861;-6;1;36.930861,-93.49861
66637;Topeka;KS;39.042939;-95.769657;-6;1;39.042939,-95.769657
75041;Garland;TX;32.881525;-96.64601;-6;1;32.881525,-96.64601
75109;Angus;TX;32.03049;-96.383005;-6;1;32.03049,-96.383005
75825;Alto;TX;31.64775;-95.082239;-6;1;31.64775,-95.082239
78249;San Antonio;TX;29.569934;-98.61282;-6;1;29.569934,-98.61282
78618;Doss;TX;30.486818;-99.17526;-6;1;30.486818,-99.17526
63033;Florissant;MO;38.79505;-90.28578;-6;1;38.79505,-90.28578
64156;Kansas City;MO;39.281486;-94.51296;-6;1;39.281486,-94.51296
58053;Lidgerwood;ND;46.067238;-97.18736;-6;1;46.067238,-97.18736
71964;Pearcy;AR;34.424114;-93.24096;-6;1;34.424114,-93.24096
84653;Salem;UT;40.043907;-111.66405;-7;1;40.043907,-111.66405
84791;Saint George;UT;37.309231;-113.476182;-7;1;37.309231,-113.476182
85006;Phoenix;AZ;33.466392;-112.04875;-7;0;33.466392,-112.04875
85201;Mesa;AZ;33.432177;-111.84701;-7;0;33.432177,-111.84701
87753;Watrous;NM;35.880398;-104.98925;-7;1;35.880398,-104.98925
98250;Friday Harbor;WA;48.55113;-123.07563;-8;1;48.55113,-123.07563
98539;Doty;WA;46.637787;-123.2798;-8;1;46.637787,-123.2798
95435;Finley;CA;39.00686;-122.859625;-8;1;39.00686,-122.859625
80273;Denver;CO;39.727293;-104.987535;-7;1;39.727293,-104.987535
82712;Beulah;WY;44.447058;-104.12853;-7;1;44.447058,-104.12853
93775;Fresno;CA;36.746375;-119.639658;-8;1;36.746375,-119.639658
93777;Fresno;CA;36.746375;-119.639658;-8;1;36.746375,-119.639658
94108;San Francisco;CA;37.792678;-122.40793;-8;1;37.792678,-122.40793
28579;Smyrna;NC;34.753595;-76.5184;-5;1;34.753595,-76.5184
30641;Good Hope;GA;33.766057;-83.57597;-5;1;33.766057,-83.57597
38873;Tishomingo;MS;34.652269;-88.23581;-6;1;34.652269,-88.23581
38941;Itta Bena;MS;33.492412;-90.3243;-6;1;33.492412,-90.3243
38967;Winona;MS;33.481491;-89.73155;-6;1;33.481491,-89.73155
39362;State Line;MS;31.415048;-88.531;-6;1;31.415048,-88.531
44703;Canton;OH;40.809108;-81.3809;-5;1;40.809108,-81.3809
45244;Cincinnati;OH;39.119161;-84.33389;-5;1;39.119161,-84.33389
32217;Jacksonville;FL;30.24354;-81.62098;-5;1;30.24354,-81.62098
32260;Jacksonville;FL;29.937673;-81.420603;-5;1;29.937673,-81.420603
32433;Defuniak Springs;FL;30.747244;-86.14665;-6;1;30.747244,-86.14665
33188;Miami;FL;25.558428;-80.458168;-5;1;25.558428,-80.458168
34460;Lecanto;FL;28.859286;-82.508694;-5;1;28.859286,-82.508694
34656;New Port Richey;FL;28.324796;-82.481766;-5;1;28.324796,-82.481766
99136;Hay;WA;46.669207;-117.96015;-8;1;46.669207,-117.96015
84062;Pleasant Grove;UT;40.38584;-111.73333;-7;1;40.38584,-111.73333
97051;Saint Helens;OR;45.862489;-122.84824;-8;1;45.862489,-122.84824
38044;Hornsby;TN;35.211663;-88.80988;-6;1;35.211663,-88.80988
38224;Cottage Grove;TN;36.395616;-88.49515;-6;1;36.395616,-88.49515
38318;Buena Vista;TN;35.960377;-88.26959;-6;1;35.960377,-88.26959
39282;Jackson;MS;32.311287;-90.39715699999999;-6;1;32.311287,-90.397157
56146;Kanaranzi;MN;43.674883;-96.252794;-6;1;43.674883,-96.252794
56314;Bowlus;MN;45.814436;-94.42539;-6;1;45.814436,-94.42539
56590;Wendell;MN;46.033624;-96.13988;-6;1;46.033624,-96.13988
57439;Ferney;SD;45.32904;-98.083721;-6;1;45.32904,-98.083721
53541;Gratiot;WI;42.572413;-90.02605;-6;1;42.572413,-90.02605
54215;Kellnersville;WI;44.224851;-87.79943;-6;1;44.224851,-87.79943
54410;Arpin;WI;44.536298;-90.04317;-6;1;44.536298,-90.04317
54471;Ringle;WI;44.918707;-89.44139;-6;1;44.918707,-89.44139
44321;Akron;OH;41.102587;-81.65092;-5;1;41.102587,-81.65092
46517;Elkhart;IN;41.646499;-85.96923;-5;0;41.646499,-85.96923
46786;South Milford;IN;41.536899;-85.319241;-5;0;41.536899,-85.319241
49729;Ellsworth;MI;45.160264;-85.26699;-5;1;45.160264,-85.26699
50327;Pleasant Hill;IA;41.587818;-93.505751;-6;1;41.587818,-93.505751
43266;Columbus;OH;39.969036;-83.011389;-5;1;39.969036,-83.011389
59806;Missoula;MT;47.116034;-114.049824;-7;1;47.116034,-114.049824
59868;Seeley Lake;MT;47.222677;-113.52551;-7;1;47.222677,-113.52551
60093;Winnetka;IL;42.104127;-87.75016;-6;1;42.104127,-87.75016
60679;Chicago;IL;41.811929;-87.68732;-6;1;41.811929,-87.68732
61236;Barstow;IL;41.518317;-90.35597;-6;1;41.518317,-90.35597
61371;Triumph;IL;41.499089;-89.021881;-6;1;41.499089,-89.021881
61637;Peoria;IL;40.702487;-89.589797;-6;1;40.702487,-89.589797
30628;Colbert;GA;34.041416;-83.21997;-5;1;34.041416,-83.21997
32413;Panama City Beach;FL;30.252616;-85.90413;-6;1;30.252616,-85.90413
33077;Pompano Beach;FL;26.145724;-80.448254;-5;1;26.145724,-80.448254
20073;Washington;DC;38.897011;-77.025098;-5;1;38.897011,-77.025098
20723;Laurel;MD;39.134062;-76.8579;-5;1;39.134062,-76.8579
15723;Chambersville;PA;40.70673;-79.16106;-5;1;40.70673,-79.16106
11964;Shelter Island;NY;41.060843;-72.33159;-5;1;41.060843,-72.33159
13756;East Branch;NY;42.018923;-75.11339;-5;1;42.018923,-75.11339
13777;Glen Aubrey;NY;42.254154;-76.01194;-5;1;42.254154,-76.01194
25061;Drybranch;WV;38.296818;-81.554655;-5;1;38.296818,-81.554655
25810;Allen Junction;WV;37.603344;-81.53998;-5;1;37.603344,-81.53998
26263;Dryfork;WV;38.992079;-79.40533;-5;1;38.992079,-79.40533
36922;Ward;AL;32.304709;-88.17081;-6;1;32.304709,-88.17081
27235;Colfax;NC;36.092076;-80.01009;-5;1;36.092076,-80.01009
27577;Smithfield;NC;35.506459;-78.34446;-5;1;35.506459,-78.34446
27707;Durham;NC;35.963994;-78.93602;-5;1;35.963994,-78.93602
29581;Nichols;SC;34.19138;-79.11348;-5;1;34.19138,-79.11348
95451;Kelseyville;CA;38.939725;-122.78548;-8;1;38.939725,-122.78548
95658;Newcastle;CA;38.87672;-121.14213;-8;1;38.87672,-121.14213
96146;Olympic Valley;CA;39.180983;-120.21804;-8;1;39.180983,-120.21804
97071;Woodburn;OR;45.144415;-122.84521;-8;1;45.144415,-122.84521
97259;Portland;OR;45.580557;-122.374776;-8;1;45.580557,-122.374776
97875;Stanfield;OR;45.786324;-119.21099;-8;1;45.786324,-119.21099
93436;Lompoc;CA;34.639682;-120.4471;-8;1;34.639682,-120.4471
18715;Almedia;PA;41.016832;-76.377114;-5;1;41.016832,-76.377114
19707;Hockessin;DE;39.784014;-75.68586;-5;1;39.784014,-75.68586
33897;Citrus Ridge;FL;28.310679;-81.670264;-5;1;28.310679,-81.670264
25419;Falling Waters;WV;39.58132;-77.8804;-5;1;39.58132,-77.8804
28129;Oakboro;NC;35.232542;-80.33123;-5;1;35.232542,-80.33123
30298;Forest Park;GA;33.500697;-84.351273;-5;1;33.500697,-84.351273
31603;Valdosta;GA;30.827965;-83.252192;-5;1;30.827965,-83.252192
31769;Mystic;GA;31.620866;-83.249754;-5;1;31.620866,-83.249754
10132;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
12153;Sand Lake;NY;42.638579;-73.48051;-5;1;42.638579,-73.48051
12805;Argyle;NY;43.246117;-73.455519;-5;1;43.246117,-73.455519
13039;Cicero;NY;43.171707;-76.09505;-5;1;43.171707,-76.09505
13077;Homer;NY;42.680693;-76.18566;-5;1;42.680693,-76.18566
13442;Rome;NY;43.239274;-75.47796;-5;1;43.239274,-75.47796
01342;Deerfield;MA;42.542322;-72.6091;-5;1;42.542322,-72.6091
48212;Hamtramck;MI;42.410037;-83.05826;-5;1;42.410037,-83.05826
78243;San Antonio;TX;29.437532;-98.461582;-6;1;29.437532,-98.461582
79757;Wickett;TX;31.566763;-103.014646;-6;1;31.566763,-103.014646
82214;Guernsey;WY;42.27774;-104.76034;-7;1;42.27774,-104.76034
82609;Casper;WY;42.844915;-106.27255;-7;1;42.844915,-106.27255
91392;Sylmar;CA;33.786594;-118.298662;-8;1;33.786594,-118.298662
92020;El Cajon;CA;32.7991;-116.97334;-8;1;32.7991,-116.97334
93888;Fresno;CA;36.746375;-119.639658;-8;1;36.746375,-119.639658
55032;Harris;MN;45.586488;-93.01179;-6;1;45.586488,-93.01179
55757;Kettle River;MN;46.512349;-92.92803;-6;1;46.512349,-92.92803
56228;Cosmos;MN;44.933861;-94.67563;-6;1;44.933861,-94.67563
41386;Vincent;KY;37.473347;-83.81722;-5;1;37.473347,-83.81722
38761;Moorhead;MS;33.44504;-90.49719;-6;1;33.44504,-90.49719
39568;Pascagoula;MS;30.441072;-88.634482;-6;1;30.441072,-88.634482
39652;Magnolia;MS;31.117097;-90.45287;-6;1;31.117097,-90.45287
31305;Darien;GA;31.407598;-81.39094;-5;1;31.407598,-81.39094
33033;Homestead;FL;25.487988;-80.42692;-5;1;25.487988,-80.42692
34736;Groveland;FL;28.571677;-81.86649;-5;1;28.571677,-81.86649
48125;Dearborn Heights;MI;42.277388;-83.25987;-5;1;42.277388,-83.25987
48360;Lake Orion;MI;42.74628;-83.2612;-5;1;42.74628,-83.2612
37716;Clinton;TN;36.099283;-84.14656;-5;1;36.099283,-84.14656
37738;Gatlinburg;TN;35.733627;-83.47156;-5;1;35.733627,-83.47156
16693;Williamsburg;PA;40.456531;-78.2221;-5;1;40.456531,-78.2221
19650;Alsace;PA;40.394884;-75.86638;-5;1;40.394884,-75.86638
07624;Closter;NJ;40.971956;-73.96166;-5;1;40.971956,-73.96166
08037;Hammonton;NJ;39.625291;-74.77705;-5;1;39.625291,-74.77705
08695;Trenton;NJ;40.280531;-74.712018;-5;1;40.280531,-74.712018
29465;Mount Pleasant;SC;32.84885;-79.85773;-5;1;32.84885,-79.85773
30125;Cedartown;GA;34.010162;-85.25762;-5;1;34.010162,-85.25762
22604;Winchester;VA;39.167603;-78.168643;-5;1;39.167603,-78.168643
24151;Rocky Mount;VA;36.980013;-79.88027;-5;1;36.980013,-79.88027
24153;Salem;VA;37.288807;-80.07821;-5;1;37.288807,-80.07821
24441;Grottoes;VA;38.255747;-78.8242;-5;1;38.255747,-78.8242
24892;War;WV;37.309666;-81.69546;-5;1;37.309666,-81.69546
20427;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
25855;Hilltop;WV;37.94251;-81.14995;-5;1;37.94251,-81.14995
25875;McGraws;WV;37.68344;-81.44608;-5;1;37.68344,-81.44608
13842;South Kortright;NY;42.376254;-74.72258;-5;1;42.376254,-74.72258
14217;Buffalo;NY;42.968707;-78.8745;-5;1;42.968707,-78.8745
14601;Rochester;NY;43.286024;-77.684264;-5;1;43.286024,-77.684264
97119;Gaston;OR;45.43957;-123.17165;-8;1;45.43957,-123.17165
91399;Woodland Hills;CA;33.786594;-118.298662;-8;1;33.786594,-118.298662
93504;California City;CA;35.187133;-117.885359;-8;1;35.187133,-117.885359
93786;Fresno;CA;36.746375;-119.639658;-8;1;36.746375,-119.639658
99066;Deer Park;WA;47.951939;-117.472694;-8;1;47.951939,-117.472694
88574;El Paso;TX;31.694842;-106.299987;-7;1;31.694842,-106.299987
02666;Truro;MA;41.992804;-70.05427;-5;1;41.992804,-70.05427
02781;Westport;MA;41.522877;-71.069344;-5;1;41.522877,-71.069344
03256;New Hampton;NH;43.60768;-71.64372;-5;1;43.60768,-71.64372
61367;Sublette;IL;41.638122;-89.26889;-6;1;41.638122,-89.26889
61864;Philo;IL;39.989282;-88.15174;-6;1;39.989282,-88.15174
80612;Carr;CO;40.886476;-104.87448;-7;1;40.886476,-104.87448
70461;Slidell;LA;30.266707;-89.73049;-6;1;30.266707,-89.73049
70749;Jarreau;LA;30.622391;-91.41468;-6;1;30.622391,-91.41468
83788;Boise;ID;43.606453;-116.28116;-7;1;43.606453,-116.28116
85343;Palo Verde;AZ;33.276539;-112.18717;-7;0;33.276539,-112.18717
68130;Omaha;NE;41.240036;-96.18017;-6;1;41.240036,-96.18017
66608;Topeka;KS;39.077066;-95.66824;-6;1;39.077066,-95.66824
73034;Edmond;OK;35.683768;-97.44686;-6;1;35.683768,-97.44686
73949;Texhoma;OK;36.56879;-101.91782;-6;1;36.56879,-101.91782
52353;Washington;IA;41.300042;-91.69743;-6;1;41.300042,-91.69743
53049;Malone;WI;43.887372;-88.28802;-6;1;43.887372,-88.28802
36602;Mobile;AL;30.693389;-88.04416;-6;1;30.693389,-88.04416
38310;Adamsville;TN;35.241412;-88.38425;-6;1;35.241412,-88.38425
40285;Louisville;KY;38.188962;-85.676819;-5;1;38.188962,-85.676819
48333;Farmington;MI;42.660091;-83.3863;-5;1;42.660091,-83.3863
48469;Port Sanilac;MI;43.452038;-82.54948;-5;1;43.452038,-82.54948
56137;Heron Lake;MN;43.826163;-95.34591;-6;1;43.826163,-95.34591
57195;Sioux Falls;SD;43.674582;-96.79134;-6;1;43.674582,-96.79134
49347;Trufant;MI;43.3157;-85.35285;-5;1;43.3157,-85.35285
35126;Pinson;AL;33.728568;-86.66052;-6;1;33.728568,-86.66052
35286;Birmingham;AL;33.544622;-86.929208;-6;1;33.544622,-86.929208
35476;Northport;AL;33.227736;-87.58819;-6;1;33.227736,-87.58819
35672;Town Creek;AL;34.64248;-87.41166;-6;1;34.64248,-87.41166
42365;Penrod;KY;37.114594;-87.00175;-6;1;37.114594,-87.00175
46129;Finly;IN;39.821516;-85.765169;-5;0;39.821516,-85.765169
46748;Huntertown;IN;41.243248;-85.16711;-5;0;41.243248,-85.16711
49782;Beaver Island;MI;45.739114;-85.55339;-5;1;45.739114,-85.55339
34986;Port Saint Lucie;FL;27.341158;-80.39786;-5;1;27.341158,-80.39786
36135;Montgomery;AL;32.233377;-86.208528;-6;1;32.233377,-86.208528
36351;New Brockton;AL;31.406536;-85.9175;-6;1;31.406536,-85.9175
40594;Lexington;KY;38.028269;-84.471505;-5;1;38.028269,-84.471505
15711;Anita;PA;41.00232;-78.96306;-5;1;41.00232,-78.96306
31649;Stockton;GA;30.957421;-83.00524;-5;1;30.957421,-83.00524
32547;Fort Walton Beach;FL;30.447248;-86.62113;-6;1;30.447248,-86.62113
32771;Sanford;FL;28.803978999999998;-81.28761;-5;1;28.803979,-81.28761
33043;Big Pine Key;FL;24.675731;-81.34359;-5;1;24.675731,-81.34359
23970;South Hill;VA;36.733874;-78.17287;-5;1;36.733874,-78.17287
08735;Lavallette;NJ;39.982101;-74.06768;-5;1;39.982101,-74.06768
22824;Edinburg;VA;38.828628;-78.60964;-5;1;38.828628,-78.60964
28758;Mountain Home;NC;35.37094;-82.4945;-5;1;35.37094,-82.4945
29290;Columbia;SC;34.005992;-80.970766;-5;1;34.005992,-80.970766
29566;Little River;SC;33.873017;-78.64282;-5;1;33.873017,-78.64282
36568;Saint Elmo;AL;30.49434;-88.269865;-6;1;30.49434,-88.269865
36616;Mobile;AL;30.671048;-88.126656;-6;1;30.671048,-88.126656
36769;Pine Hill;AL;31.990493999999998;-87.55222;-6;1;31.990494,-87.55222
37372;Saint Andrews;TN;35.175522;-86.098338;-6;1;35.175522,-86.098338
24380;Willis;VA;36.853525;-80.52024;-5;1;36.853525,-80.52024
25048;Colcord;WV;37.949813;-81.42024;-5;1;37.949813,-81.42024
00768;Yauco;PR;18.030715;-66.856181;-4;0;18.030715,-66.856181
